ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
F-2264,brk,P-141,uzzei,,corn,macmichael1920[201]
F-2280,brk,P-112,uzzug,,fire,macmichael1920[201]
F-1007,dil,P-239,ʊ́ɲêːl (pl),,tears,jakobiA[no. 14]
F-1008,kdu,P-239,ʊ̀ɲʊ̀l,,tear,jakobiA[no. 14]
F-2334,kas,P-487,ʊ́r,,to burn up,jakobiA[no. 211]
F-1031,fia,P-245,waadi,,das tal,reinisch1879[178]
F-1032,xnz,P-245,wáadi,,"Tal, Dorfbezirk, Land",massenbach1962[223]
F-2130,brk,P-253,"waaɲdi, pl. waaɲe",,star,thelwall1977[205]
F-1028,dgl,P-244,wáau,,"to row, peddle",armbruster1965[216]
F-1027,xnz,P-244,wáaw,,"rudern, übersetzen",massenbach1962[224]
F-1024,fia,P-243,wállo,,morgen,reinisch1879[179]
F-1017,fia,P-241,war,,"springen, hüpfen; bespringen",reinisch1879[179]
F-1015,xnz,P-241,wár,,"hüpfen, springen",massenbach1962[223]
F-1016,dgl,P-241,wár,,"to jump, leap, spring",armbruster1965[215]
F-1052,dgl,P-249,warr(i),,"distance, remoteness, far, distant",armbruster1965[215]
F-1053,xnz,P-249,warri,,weit entfernt,massenbach1962[224]
F-1026,fia,P-244,way,,fliegen ?,reinisch1879[180]
F-1611,onw,P-378,"we, oue",,to say,OND[204]
F-1612,dgl,P-378,wée,,to say,armbruster1965[216]
F-1613,xnz,P-378,wée,,sagen,massenbach1962[224]
F-1045,fia,P-248,"wee, weei",,ein,reinisch1879[180]
F-2684,fia,P-248,wee(r)wee(r),,einer nach dem anderen,khalil1996a[120]
F-2441,fia,P-503,weer,,Freund,khalil1996a[120]
F-1046,xnz,P-248,wéer,,"eins, ein",massenbach1962[225]
F-1047,dgl,P-248,wéer,,"one, a, someone",armbruster1965[219]
F-892,dgl,P-217,wél,,dog,armbruster1965[218]
F-2248,brk,P-253,"wēndi, pl. wānyi",,star,macmichael1920[205]
F-2609,dgl,P-250,"wíde, widé",,"to turn (around, back)",armbruster1965[220]
F-1976,dgl,P-458,wígid,,"worm, larva",armbruster1965[221]
F-1977,xnz,P-458,wígid,,Wurm,massenbach1962[225]
F-1055,fia,P-250,wiida,,"wider, zurück, abermals",reinisch1879[183]
F-2610,xnz,P-250,wíide,,zurückkehren,massenbach1962[225]
F-1980,dgl,P-459,wíil,,yesterday,armbruster1965[220]
F-1982,xnz,P-459,wíil,,gestern,massenbach1962[225]
F-1051,fia,P-249,wiir,,"weit, entfernt",reinisch1879[184]
F-1065,fia,P-253,wínji,,stern,reinisch1879[184]
F-1983,fia,P-459,wir,,,
F-1041,fia,P-247,wirk,,"werfen, umwerfen, wegwerfen",reinisch1879[184]
F-1978,fia,P-458,wírki,,wurm,reinisch1879[185]
F-1060,fia,P-252,wisk,,"tauchen, vertauchen",reinisch1879[185]
F-2651,fia,P-526,wisla,,Schlange,khalil1996a[121]
F-1067,xnz,P-253,wissi,,Stern,massenbach1962[225]
F-1066,dgl,P-253,wíssi,,star,armbruster1965[221]
F-2649,xnz,P-526,wissi dúgur,,Hornviper (Cerastes cornutus),massenbach1962[225]
F-2712,wll,P-154,wɔlí́,,to draw water,jakobiA[no. 223]
F-2326,brk,P-336,"ʔewwi, euli",,,rilly2010[no. 10]
F-2137,brk,P-104,ʔiizi,,sun,thelwall1977[206]
F-328,mei,P-31,ә́әl-hèm,,"to take off, out, uncertain",werner1993[141]
